Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
43,0,Travel_Rarely,0.1473,Research & Development,0.08,4,Other,1,526,3,0,0.074,3,2,Healthcare Representative,3,Divorced,Medium Income,0.02227,0.4,Y,1,14,3,4,80,0,3,3,0.05,0.0
25,0,Travel_Rarely,0.0891,Sales,0.04,2,Life Sciences,1,527,2,0,0.099,2,2,Sales Executive,4,Single,Medium Income,0.1209,0.1,Y,1,11,3,2,80,0,3,3,0.05,0.01
37,0,Non-Travel,0.1063,Research & Development,0.25,5,Medical,1,529,2,0,0.072,3,2,Research Scientist,3,Married,Medium Income,0.23866,0.3,Y,1,15,3,1,80,2,2,3,0.13,0.1
31,0,Travel_Rarely,0.0329,Research & Development,0.01,2,Life Sciences,1,530,4,1,0.098,2,1,Laboratory Technician,1,Married,Low Income,0.16193,0.1,Y,0,12,3,3,80,1,3,3,0.04,0.03
39,0,Travel_Frequently,0.1218,Research & Development,0.01,1,Life Sciences,1,531,2,1,0.052,3,5,Manager,3,Divorced,High Income,0.08213,0.1,Y,1,14,3,3,80,1,3,3,0.21,0.01
56,0,Travel_Frequently,0.0906,Sales,0.06,3,Life Sciences,1,532,3,0,0.086,4,4,Sales Executive,1,Married,High Income,0.18256,0.9,Y,0,11,3,4,80,3,0,2,0.07,0.07
30,0,Travel_Rarely,0.1082,Sales,0.12,3,Technical Degree,1,533,2,0,0.083,3,2,Sales Executive,3,Single,High Income,0.19558,0.0,Y,0,11,3,2,80,0,6,3,0.05,0.04
41,0,Travel_Rarely,0.0645,Sales,0.01,3,Marketing,1,534,2,1,0.049,4,3,Sales Executive,1,Married,High Income,0.19566,0.1,Y,0,16,3,3,80,1,2,3,0.1,0.0
28,0,Travel_Rarely,0.13,Research & Development,0.17,2,Medical,1,536,3,1,0.079,3,2,Laboratory Technician,1,Divorced,Medium Income,0.13535,0.1,Y,0,12,3,4,80,1,2,3,0.1,0.01
25,1,Travel_Rarely,0.0688,Research & Development,0.03,3,Medical,1,538,1,1,0.091,3,1,Laboratory Technician,1,Married,Medium Income,0.09396,0.5,Y,0,13,3,3,80,1,5,3,0.02,0.0
52,0,Travel_Rarely,0.0319,Research & Development,0.03,3,Medical,1,543,4,1,0.039,2,3,Manufacturing Director,3,Married,High Income,0.19609,0.2,Y,1,14,3,3,80,0,4,3,0.05,0.0
45,0,Travel_Rarely,0.0192,Research & Development,0.1,2,Life Sciences,1,544,1,1,0.069,3,1,Research Scientist,4,Married,Low Income,0.09655,0.3,Y,0,21,3,4,80,2,3,2,0.02,0.0
52,0,Travel_Rarely,0.149,Research & Development,0.04,2,Life Sciences,1,546,4,0,0.03,3,4,Manager,4,Married,High Income,0.1031,0.2,Y,0,13,3,4,80,0,2,1,0.05,0.01
42,0,Travel_Frequently,0.0532,Research & Development,0.29,2,Life Sciences,1,547,1,0,0.092,3,2,Research Scientist,3,Divorced,Medium Income,0.12932,0.2,Y,0,11,3,2,80,1,3,3,0.05,0.0
30,0,Travel_Rarely,0.0317,Research & Development,0.02,3,Life Sciences,1,548,3,0,0.043,1,2,Manufacturing Director,4,Single,Medium Income,0.24793,0.2,Y,0,20,3,3,80,0,2,3,0.05,0.0
60,0,Travel_Rarely,0.0422,Research & Development,0.07,3,Life Sciences,1,549,1,0,0.041,3,5,Manager,1,Married,High Income,0.03854,0.5,Y,0,11,3,4,80,0,5,1,0.27,0.11
46,0,Travel_Rarely,0.1485,Research & Development,0.18,3,Medical,1,550,3,0,0.087,3,2,Manufacturing Director,3,Divorced,Medium Income,0.26314,0.2,Y,0,14,3,3,80,1,5,2,0.1,0.0
42,0,Travel_Frequently,0.1368,Research & Development,0.28,4,Technical Degree,1,551,4,0,0.088,2,2,Healthcare Representative,4,Married,Medium Income,0.04386,0.0,Y,0,11,3,4,80,3,4,4,0.06,0.0
24,1,Travel_Rarely,0.1448,Sales,0.01,1,Technical Degree,1,554,1,0,0.062,3,1,Sales Representative,2,Single,Low Income,0.21972,0.1,Y,1,16,3,2,80,0,4,3,0.05,0.01
34,1,Travel_Frequently,0.0296,Sales,0.06,2,Marketing,1,555,4,0,0.033,1,1,Sales Representative,3,Divorced,Low Income,0.12253,0.0,Y,0,16,3,4,80,1,3,2,0.02,0.01
38,0,Travel_Frequently,0.149,Research & Development,0.02,2,Life Sciences,1,556,4,1,0.042,3,1,Laboratory Technician,4,Married,Low Income,0.12106,0.1,Y,1,23,3,3,80,1,3,3,0.01,0.0
40,0,Travel_Rarely,0.1398,Sales,0.02,4,Life Sciences,1,558,3,0,0.079,3,5,Manager,3,Married,High Income,0.13022,0.0,Y,0,14,3,4,80,0,2,3,0.2,0.01
26,0,Travel_Rarely,0.1349,Research & Development,0.23,3,Life Sciences,1,560,1,0,0.09,3,1,Research Scientist,4,Divorced,Low Income,0.03032,0.1,Y,0,22,3,2,80,2,3,1,0.03,0.0
30,0,Non-Travel,0.14,Research & Development,0.03,3,Life Sciences,1,562,3,1,0.053,3,1,Laboratory Technician,4,Married,Low Income,0.16734,0.4,Y,0,15,3,3,80,1,3,1,0.05,0.01
29,0,Travel_Rarely,0.0986,Research & Development,0.03,4,Medical,1,564,2,1,0.093,2,3,Research Director,3,Married,High Income,0.21526,0.1,Y,0,18,3,3,80,0,2,3,0.1,0.0
29,1,Travel_Rarely,0.0408,Research & Development,0.25,5,Technical Degree,1,565,3,0,0.071,2,1,Research Scientist,2,Married,Low Income,0.183,0.5,Y,0,16,3,2,80,0,2,4,0.02,0.01
19,1,Travel_Rarely,0.0489,Human Resources,0.02,2,Technical Degree,1,566,1,1,0.052,2,1,Human Resources,4,Single,Low Income,0.18437,0.1,Y,0,12,3,3,80,0,3,4,0.01,0.0
30,0,Non-Travel,0.1398,Sales,0.22,4,Other,1,567,3,0,0.069,3,3,Sales Executive,1,Married,High Income,0.0289,0.0,Y,0,11,3,3,80,0,3,3,0.09,0.07
57,0,Travel_Rarely,0.021,Sales,0.29,3,Marketing,1,568,1,1,0.056,2,4,Manager,4,Divorced,High Income,0.22102,0.3,Y,0,12,3,3,80,1,3,2,0.01,0.0
50,0,Travel_Rarely,0.1099,Research & Development,0.29,4,Life Sciences,1,569,2,1,0.088,2,4,Manager,3,Married,High Income,0.09314,0.0,Y,0,15,3,2,80,1,2,3,0.27,0.12
30,0,Non-Travel,0.1116,Research & Development,0.02,3,Medical,1,571,3,0,0.049,3,1,Laboratory Technician,4,Single,Low Income,0.07181,0.0,Y,0,14,3,3,80,0,2,2,0.11,0.06
60,0,Travel_Frequently,0.1499,Sales,0.28,3,Marketing,1,573,3,0,0.08,2,3,Sales Executive,1,Married,High Income,0.02845,0.4,Y,0,19,3,4,80,0,5,4,0.18,0.12
47,0,Travel_Rarely,0.0983,Research & Development,0.02,2,Medical,1,574,1,0,0.065,3,2,Manufacturing Director,4,Divorced,Medium Income,0.07389,0.5,Y,0,13,3,3,80,3,2,3,0.05,0.0
46,0,Travel_Rarely,0.1009,Research & Development,0.02,3,Life Sciences,1,575,1,1,0.051,3,4,Research Director,3,Married,High Income,0.02288,0.6,Y,0,13,3,3,80,0,2,1,0.03,0.0
35,0,Travel_Rarely,0.0144,Research & Development,0.22,3,Life Sciences,1,577,4,1,0.046,1,1,Laboratory Technician,3,Single,Medium Income,0.19225,0.0,Y,0,15,3,3,80,0,2,3,0.05,0.04
54,0,Travel_Rarely,0.0548,Research & Development,0.08,4,Life Sciences,1,578,3,0,0.042,3,2,Laboratory Technician,3,Single,Medium Income,0.23428,0.7,Y,0,11,3,3,80,0,3,3,0.01,0.0
34,0,Travel_Rarely,0.1303,Research & Development,0.02,4,Life Sciences,1,579,4,1,0.062,2,1,Research Scientist,3,Divorced,Low Income,0.08416,0.3,Y,0,12,3,3,80,1,3,3,0.07,0.05
46,0,Travel_Rarely,0.1125,Sales,0.1,3,Marketing,1,580,3,0,0.094,2,3,Sales Executive,4,Married,High Income,0.11563,0.2,Y,1,19,3,3,80,1,3,3,0.03,0.01
31,0,Travel_Rarely,0.1274,Research & Development,0.09,1,Life Sciences,1,581,3,1,0.033,3,3,Manufacturing Director,2,Divorced,High Income,0.14394,0.1,Y,0,25,3,4,80,1,6,4,0.13,0.0
33,1,Travel_Rarely,0.1277,Research & Development,0.15,1,Medical,1,582,2,1,0.056,3,3,Manager,3,Married,High Income,0.24619,0.7,Y,1,12,3,4,80,0,2,4,0.07,0.07
33,1,Travel_Rarely,0.0587,Research & Development,0.1,1,Medical,1,584,1,1,0.038,1,1,Laboratory Technician,4,Divorced,Low Income,0.06705,0.7,Y,0,13,3,1,80,3,2,3,0.04,0.01
30,0,Travel_Rarely,0.0413,Sales,0.07,1,Marketing,1,585,4,1,0.057,3,1,Sales Representative,2,Single,Low Income,0.18398,0.0,Y,0,14,3,1,80,0,3,3,0.03,0.01
35,0,Travel_Rarely,0.1276,Research & Development,0.16,3,Life Sciences,1,586,4,1,0.072,3,3,Healthcare Representative,3,Married,High Income,0.14295,0.4,Y,1,12,3,3,80,0,2,3,0.08,0.0
31,1,Travel_Frequently,0.0534,Research & Development,0.2,3,Life Sciences,1,587,1,1,0.066,3,3,Healthcare Representative,3,Married,High Income,0.22908,0.3,Y,0,12,3,1,80,0,2,3,0.01,0.0
34,1,Travel_Frequently,0.0988,Human Resources,0.23,3,Human Resources,1,590,2,0,0.043,3,3,Human Resources,1,Divorced,High Income,0.11533,0.9,Y,1,15,3,3,80,3,2,3,0.03,0.0
42,0,Travel_Frequently,0.1474,Research & Development,0.05,2,Other,1,591,2,1,0.097,3,1,Laboratory Technician,3,Married,Low Income,0.0926,0.4,Y,0,17,3,4,80,1,4,3,0.02,0.02
36,0,Non-Travel,0.0635,Sales,0.1,4,Medical,1,592,2,1,0.032,3,3,Sales Executive,4,Single,High Income,0.15318,0.1,Y,0,14,3,4,80,0,3,2,0.1,0.09
22,1,Travel_Frequently,0.1368,Research & Development,0.04,1,Technical Degree,1,593,3,1,0.099,2,1,Laboratory Technician,3,Single,Medium Income,0.09129,0.5,Y,0,16,3,3,80,0,3,3,0.02,0.01
48,0,Travel_Rarely,0.0163,Sales,0.02,5,Marketing,1,595,2,0,0.037,3,2,Sales Executive,4,Married,Medium Income,0.19658,0.2,Y,0,14,3,1,80,1,2,3,0.09,0.06
55,0,Travel_Rarely,0.1117,Sales,0.18,5,Life Sciences,1,597,1,0,0.083,3,4,Manager,2,Single,High Income,0.09873,0.3,Y,0,23,3,4,80,0,2,3,0.1,0.07
41,0,Non-Travel,0.0267,Sales,0.1,2,Life Sciences,1,599,4,1,0.056,3,2,Sales Executive,4,Single,Medium Income,0.1343,0.7,Y,0,14,3,4,80,0,3,3,0.14,0.01
35,0,Travel_Rarely,0.0619,Sales,0.01,3,Marketing,1,600,2,1,0.085,3,2,Sales Executive,3,Married,Medium Income,0.18659,0.9,Y,0,11,3,3,80,0,2,3,0.11,0.06
40,0,Travel_Rarely,0.0302,Research & Development,0.06,3,Life Sciences,1,601,2,0,0.075,3,4,Manufacturing Director,3,Single,High Income,0.20364,0.7,Y,0,15,3,3,80,0,3,3,0.2,0.05
39,0,Travel_Frequently,0.0443,Research & Development,0.08,1,Life Sciences,1,602,3,0,0.048,3,1,Laboratory Technician,3,Married,Medium Income,0.17872,0.1,Y,0,11,3,1,80,1,3,3,0.08,0.0
31,0,Travel_Rarely,0.0828,Sales,0.02,1,Life Sciences,1,604,2,1,0.077,3,2,Sales Executive,4,Single,High Income,0.08346,0.4,Y,1,13,3,3,80,0,2,4,0.06,0.0
42,0,Travel_Rarely,0.0319,Research & Development,0.24,3,Medical,1,605,4,1,0.056,3,3,Manufacturing Director,1,Married,High Income,0.0695,0.1,Y,1,21,3,4,80,1,5,2,0.1,0.05
45,0,Travel_Rarely,0.0561,Sales,0.02,3,Other,1,606,4,1,0.061,3,2,Sales Executive,2,Married,Medium Income,0.16177,0.0,Y,0,19,3,2,80,1,3,4,0.08,0.03
26,1,Travel_Frequently,0.0426,Human Resources,0.17,4,Life Sciences,1,608,2,0,0.058,3,1,Human Resources,3,Divorced,Low Income,0.22808,0.0,Y,1,11,3,2,80,1,2,2,0.07,0.01
29,0,Travel_Rarely,0.0232,Research & Development,0.19,3,Technical Degree,1,611,4,1,0.034,3,2,Manufacturing Director,4,Divorced,Medium Income,0.22645,0.4,Y,0,12,3,2,80,2,2,4,0.03,0.01
33,0,Travel_Rarely,0.0922,Research & Development,0.01,5,Medical,1,612,1,0,0.095,4,4,Research Director,3,Divorced,High Income,0.22578,0.4,Y,0,19,3,3,80,1,2,3,0.06,0.0
31,0,Travel_Rarely,0.0688,Sales,0.07,3,Life Sciences,1,613,3,1,0.044,2,3,Manager,4,Divorced,High Income,0.25291,0.9,Y,0,21,3,3,80,1,3,2,0.05,0.0
18,1,Travel_Frequently,0.1306,Sales,0.05,3,Marketing,1,614,2,1,0.069,3,1,Sales Representative,2,Single,Low Income,0.08059,0.1,Y,1,14,3,4,80,0,3,3,0.0,0.0
40,0,Non-Travel,0.1094,Sales,0.28,3,Other,1,615,3,1,0.058,1,3,Sales Executive,1,Divorced,High Income,0.11373,0.3,Y,0,15,3,3,80,1,2,3,0.01,0.0
41,0,Non-Travel,0.0509,Research & Development,0.02,4,Other,1,616,1,0,0.062,2,2,Healthcare Representative,3,Single,High Income,0.02112,0.2,Y,1,17,3,1,80,0,3,3,0.08,0.0
26,0,Travel_Rarely,0.0775,Sales,0.29,2,Medical,1,618,1,1,0.045,3,2,Sales Executive,3,Divorced,Medium Income,0.04267,0.5,Y,0,12,3,1,80,2,5,3,0.0,0.0
35,0,Travel_Rarely,0.0195,Sales,0.01,3,Medical,1,620,1,0,0.08,3,2,Sales Executive,3,Single,Medium Income,0.06698,0.1,Y,0,16,3,4,80,0,3,3,0.05,0.0
34,0,Travel_Rarely,0.0258,Sales,0.21,4,Life Sciences,1,621,4,1,0.074,4,2,Sales Executive,4,Single,Medium Income,0.19921,0.1,Y,0,12,3,4,80,0,3,3,0.1,0.05
26,1,Travel_Rarely,0.0471,Research & Development,0.24,3,Technical Degree,1,622,3,1,0.066,1,1,Laboratory Technician,4,Single,Low Income,0.23213,0.1,Y,1,18,3,2,80,0,3,1,0.01,0.0
37,0,Travel_Rarely,0.0799,Research & Development,0.01,3,Technical Degree,1,623,2,0,0.059,3,3,Manufacturing Director,4,Single,High Income,0.23848,0.4,Y,0,17,3,4,80,0,3,4,0.06,0.01
46,0,Travel_Frequently,0.1034,Research & Development,0.18,1,Medical,1,624,1,0,0.086,3,3,Healthcare Representative,3,Married,High Income,0.08984,0.5,Y,0,11,3,4,80,0,3,2,0.02,0.01
41,0,Travel_Rarely,0.1276,Sales,0.02,5,Life Sciences,1,625,2,0,0.091,3,4,Manager,1,Married,High Income,0.05626,0.7,Y,0,16,3,2,80,1,2,3,0.18,0.11
37,0,Non-Travel,0.0142,Sales,0.09,4,Medical,1,626,1,1,0.069,3,3,Sales Executive,2,Divorced,High Income,0.24666,0.1,Y,0,13,3,4,80,1,6,3,0.09,0.07
52,0,Travel_Rarely,0.0956,Research & Development,0.06,2,Technical Degree,1,630,4,1,0.078,3,2,Research Scientist,1,Divorced,Medium Income,0.22087,0.3,Y,1,12,3,2,80,2,3,3,0.1,0.06
32,1,Non-Travel,0.1474,Sales,0.11,4,Other,1,631,4,1,0.06,4,2,Sales Executive,3,Married,Medium Income,0.23914,0.8,Y,0,12,3,4,80,0,2,3,0.04,0.01
24,0,Travel_Frequently,0.0535,Sales,0.24,3,Medical,1,632,4,1,0.038,3,1,Sales Representative,4,Married,Low Income,0.0553,0.0,Y,0,13,3,3,80,2,3,3,0.02,0.02
38,0,Travel_Rarely,0.1495,Research & Development,0.1,3,Medical,1,634,3,0,0.076,3,2,Healthcare Representative,3,Married,High Income,0.22174,0.3,Y,0,19,3,3,80,1,4,3,0.01,0.0
37,0,Travel_Rarely,0.0446,Research & Development,0.01,4,Life Sciences,1,635,2,0,0.065,3,2,Manufacturing Director,2,Married,Medium Income,0.15701,0.6,Y,0,12,3,2,80,1,2,2,0.06,0.04
49,0,Travel_Rarely,0.1245,Research & Development,0.18,4,Life Sciences,1,638,4,1,0.058,2,5,Research Director,3,Divorced,High Income,0.02125,0.1,Y,1,17,3,3,80,1,5,3,0.27,0.0
24,0,Travel_Rarely,0.0691,Research & Development,0.23,3,Medical,1,639,2,1,0.089,4,1,Research Scientist,4,Married,Low Income,0.2163,0.1,Y,1,11,3,2,80,2,3,3,0.06,0.01
26,0,Travel_Rarely,0.0703,Sales,0.28,2,Marketing,1,641,1,1,0.066,3,2,Sales Executive,2,Married,Medium Income,0.07428,0.1,Y,0,20,3,4,80,2,5,4,0.05,0.01
24,0,Travel_Rarely,0.0823,Research & Development,0.17,2,Other,1,643,4,1,0.094,2,1,Laboratory Technician,2,Married,Low Income,0.091,0.1,Y,0,21,3,4,80,1,2,3,0.01,0.0
50,0,Travel_Frequently,0.1246,Human Resources,0.03,3,Medical,1,644,1,1,0.099,3,5,Manager,2,Married,High Income,0.07999,0.1,Y,0,11,3,3,80,1,2,3,0.27,0.1
25,0,Travel_Rarely,0.0622,Sales,0.13,1,Medical,1,645,2,1,0.04,3,1,Sales Representative,3,Married,Low Income,0.26376,0.1,Y,0,11,3,3,80,0,1,3,0.07,0.0
24,1,Travel_Frequently,0.1287,Research & Development,0.07,3,Life Sciences,1,647,1,0,0.055,3,1,Laboratory Technician,3,Married,Low Income,0.14168,0.1,Y,1,16,3,4,80,1,4,3,0.06,0.01
30,1,Travel_Frequently,0.0448,Sales,0.12,4,Life Sciences,1,648,2,1,0.074,2,1,Sales Representative,1,Married,Low Income,0.1447,0.1,Y,0,18,3,3,80,1,2,4,0.01,0.0
34,0,Travel_Rarely,0.0254,Research & Development,0.01,2,Life Sciences,1,649,2,1,0.083,2,1,Research Scientist,4,Married,Low Income,0.22794,0.1,Y,1,13,3,4,80,1,3,3,0.06,0.01
31,1,Travel_Rarely,0.1365,Sales,0.13,4,Medical,1,650,2,1,0.046,3,2,Sales Executive,1,Divorced,Medium Income,0.11512,0.2,Y,0,17,3,3,80,0,2,1,0.03,0.01
35,0,Travel_Rarely,0.0538,Research & Development,0.25,2,Other,1,652,1,1,0.054,2,2,Laboratory Technician,4,Single,Medium Income,0.14004,0.4,Y,0,14,3,4,80,0,3,3,0.03,0.0
31,0,Travel_Rarely,0.0525,Sales,0.06,4,Medical,1,653,1,1,0.066,4,2,Sales Executive,4,Divorced,Medium Income,0.06219,0.4,Y,0,22,3,4,80,2,4,4,0.07,0.05
27,0,Travel_Rarely,0.0798,Research & Development,0.06,4,Medical,1,655,1,0,0.066,2,1,Research Scientist,3,Divorced,Low Income,0.05013,0.0,Y,0,12,3,3,80,2,5,2,0.05,0.0
37,0,Travel_Rarely,0.0558,Sales,0.02,3,Marketing,1,656,4,1,0.075,3,2,Sales Executive,3,Married,High Income,0.0301,0.4,Y,1,11,3,3,80,1,3,2,0.03,0.01
20,0,Travel_Rarely,0.0959,Research & Development,0.01,3,Life Sciences,1,657,4,0,0.083,2,1,Research Scientist,2,Single,Low Income,0.11757,0.1,Y,0,13,3,4,80,0,0,4,0.01,0.0
42,0,Travel_Rarely,0.0622,Research & Development,0.02,4,Life Sciences,1,659,3,0,0.081,3,2,Healthcare Representative,4,Married,Medium Income,0.05718,0.1,Y,0,13,3,2,80,2,4,3,0.1,0.02
43,0,Travel_Rarely,0.0782,Research & Development,0.06,4,Other,1,661,2,1,0.05,2,4,Research Director,4,Divorced,High Income,0.02671,0.4,Y,1,14,3,3,80,1,3,2,0.01,0.0
38,0,Travel_Rarely,0.0362,Research & Development,0.01,1,Life Sciences,1,662,3,0,0.043,3,1,Research Scientist,1,Single,Low Income,0.14561,0.3,Y,0,17,3,4,80,0,3,2,0.0,0.0
43,0,Travel_Frequently,0.1001,Research & Development,0.09,5,Medical,1,663,4,1,0.072,3,2,Laboratory Technician,3,Divorced,Medium Income,0.19627,0.3,Y,1,13,3,2,80,1,3,3,0.08,0.04
48,0,Travel_Rarely,0.1236,Research & Development,0.01,4,Life Sciences,1,664,4,0,0.04,2,4,Manager,1,Married,High Income,0.17997,0.7,Y,0,11,3,1,80,1,3,1,0.03,0.0
44,0,Travel_Rarely,0.1112,Human Resources,0.01,4,Life Sciences,1,665,1,0,0.05,2,2,Human Resources,3,Single,Medium Income,0.26894,0.4,Y,0,11,3,2,80,0,1,4,0.02,0.0
34,0,Travel_Rarely,0.0204,Sales,0.14,3,Technical Degree,1,666,3,0,0.031,3,1,Sales Representative,3,Divorced,Low Income,0.02912,0.1,Y,1,18,3,4,80,2,3,3,0.08,0.0
27,1,Travel_Rarely,0.142,Sales,0.02,1,Marketing,1,667,3,1,0.085,3,1,Sales Representative,1,Divorced,Low Income,0.16346,0.0,Y,0,11,3,2,80,1,3,3,0.04,0.0
21,0,Travel_Rarely,0.1343,Sales,0.22,1,Technical Degree,1,669,3,1,0.049,3,1,Sales Representative,3,Single,Low Income,0.24444,0.1,Y,0,11,3,3,80,0,2,3,0.03,0.01
44,0,Travel_Rarely,0.1315,Research & Development,0.03,4,Other,1,671,4,1,0.035,3,5,Manager,4,Married,High Income,0.09358,0.4,Y,1,12,3,1,80,1,2,4,0.02,0.0
22,0,Travel_Rarely,0.0604,Research & Development,0.06,1,Medical,1,675,1,1,0.069,3,1,Research Scientist,3,Married,Low Income,0.12145,0.0,Y,0,20,3,4,80,0,3,3,0.02,0.02
33,0,Travel_Rarely,0.1216,Sales,0.08,4,Marketing,1,677,3,1,0.039,3,2,Sales Executive,3,Divorced,High Income,0.20431,0.0,Y,0,12,3,4,80,0,3,3,0.05,0.01
32,0,Travel_Rarely,0.0646,Research & Development,0.09,4,Life Sciences,1,679,1,0,0.092,3,2,Research Scientist,4,Married,Medium Income,0.18089,0.1,Y,1,12,3,4,80,1,2,2,0.06,0.0
30,0,Travel_Frequently,0.016,Research & Development,0.03,3,Medical,1,680,3,0,0.071,3,1,Research Scientist,3,Divorced,Low Income,0.22653,0.1,Y,0,20,3,3,80,1,2,3,0.01,0.0
53,0,Travel_Rarely,0.0238,Sales,0.01,1,Medical,1,682,4,0,0.034,3,2,Sales Executive,1,Single,High Income,0.07507,0.7,Y,0,20,3,4,80,0,2,4,0.14,0.08
34,0,Travel_Rarely,0.1397,Research & Development,0.01,5,Life Sciences,1,683,2,1,0.042,3,1,Research Scientist,4,Married,Low Income,0.0766,0.1,Y,0,12,3,4,80,1,4,2,0.1,0.08
45,1,Travel_Frequently,0.0306,Sales,0.26,4,Life Sciences,1,684,1,0,0.1,3,2,Sales Executive,1,Married,Medium Income,0.0563,0.2,Y,0,14,3,4,80,2,4,3,0.01,0.0
26,0,Travel_Rarely,0.0991,Research & Development,0.06,3,Life Sciences,1,686,3,0,0.071,3,1,Laboratory Technician,4,Married,Low Income,0.17759,0.1,Y,1,13,3,3,80,1,2,3,0.03,0.0
37,0,Travel_Rarely,0.0482,Research & Development,0.03,3,Other,1,689,3,1,0.036,3,3,Manufacturing Director,3,Married,High Income,0.09606,0.1,Y,0,15,3,3,80,1,2,3,0.1,0.07
29,0,Travel_Rarely,0.1176,Sales,0.03,2,Medical,1,690,2,0,0.062,3,2,Sales Executive,3,Married,Medium Income,0.03487,0.1,Y,0,14,3,1,80,1,5,2,0.06,0.01
35,0,Travel_Rarely,0.1017,Research & Development,0.06,4,Life Sciences,1,691,2,1,0.082,1,2,Research Scientist,4,Single,High Income,0.19368,0.1,Y,0,13,3,2,80,0,3,3,0.17,0.11
33,0,Travel_Frequently,0.1296,Research & Development,0.06,3,Life Sciences,1,692,3,1,0.03,3,2,Healthcare Representative,4,Divorced,High Income,0.05335,0.3,Y,0,23,3,3,80,1,2,1,0.13,0.04
54,0,Travel_Rarely,0.0397,Human Resources,0.19,4,Medical,1,698,3,1,0.088,3,3,Human Resources,2,Married,High Income,0.06729,0.2,Y,0,15,3,3,80,1,1,4,0.09,0.07
36,0,Travel_Rarely,0.0913,Research & Development,0.09,2,Medical,1,699,2,1,0.048,2,2,Manufacturing Director,2,Divorced,High Income,0.13934,0.2,Y,1,11,3,3,80,1,2,3,0.03,0.0
27,0,Travel_Rarely,0.1115,Research & Development,0.03,4,Medical,1,700,1,1,0.054,2,1,Research Scientist,4,Single,Low Income,0.15174,0.0,Y,0,13,3,4,80,0,0,3,0.04,0.01
20,1,Travel_Rarely,0.1362,Research & Development,0.1,1,Medical,1,701,4,1,0.032,3,1,Research Scientist,3,Single,Low Income,0.26999,0.1,Y,1,11,3,4,80,0,5,3,0.01,0.01
33,1,Travel_Frequently,0.1076,Research & Development,0.03,3,Life Sciences,1,702,1,1,0.07,3,1,Research Scientist,1,Single,Low Income,0.03164,0.1,Y,1,11,3,1,80,0,3,3,0.1,0.09
35,0,Non-Travel,0.0727,Research & Development,0.03,3,Life Sciences,1,704,3,1,0.041,2,1,Laboratory Technician,3,Married,Low Income,0.169,0.1,Y,0,18,3,3,80,2,3,3,0.01,0.0
23,0,Travel_Rarely,0.0885,Research & Development,0.04,3,Medical,1,705,1,1,0.058,4,1,Research Scientist,1,Married,Low Income,0.08544,0.2,Y,0,16,3,1,80,1,3,4,0.03,0.0
25,0,Travel_Rarely,0.081,Sales,0.08,3,Life Sciences,1,707,4,1,0.057,4,2,Sales Executive,2,Married,Medium Income,0.15678,0.0,Y,0,22,3,3,80,1,4,3,0.03,0.01
38,0,Travel_Rarely,0.0243,Sales,0.07,4,Marketing,1,709,4,0,0.046,2,2,Sales Executive,4,Single,Medium Income,0.07791,0.0,Y,0,20,3,1,80,0,2,3,0.07,0.0
29,0,Travel_Frequently,0.0806,Research & Development,0.01,4,Life Sciences,1,710,2,1,0.076,1,1,Research Scientist,4,Divorced,Low Income,0.18959,0.1,Y,0,18,3,4,80,1,5,3,0.1,0.02
48,0,Travel_Rarely,0.0817,Sales,0.02,1,Marketing,1,712,2,1,0.056,4,2,Sales Executive,2,Married,High Income,0.18597,0.3,Y,0,12,3,4,80,0,3,3,0.02,0.02
27,0,Travel_Frequently,0.141,Sales,0.03,1,Medical,1,714,4,0,0.071,4,2,Sales Executive,4,Divorced,Medium Income,0.16673,0.1,Y,1,20,3,2,80,2,3,3,0.06,0.0
37,0,Travel_Rarely,0.1225,Research & Development,0.1,2,Life Sciences,1,715,4,1,0.08,4,1,Research Scientist,4,Single,Medium Income,0.15232,0.3,Y,0,17,3,1,80,0,2,3,0.01,0.0
50,0,Travel_Rarely,0.1207,Research & Development,0.28,1,Medical,1,716,4,1,0.074,4,1,Laboratory Technician,3,Married,Low Income,0.03297,0.1,Y,1,11,3,3,80,3,3,3,0.2,0.03
34,0,Travel_Rarely,0.1442,Research & Development,0.09,3,Medical,1,717,4,0,0.046,2,3,Healthcare Representative,2,Single,High Income,0.17654,0.1,Y,0,14,3,2,80,0,3,4,0.08,0.07
24,1,Travel_Rarely,0.0693,Sales,0.03,2,Life Sciences,1,720,1,0,0.065,3,2,Sales Executive,3,Single,Medium Income,0.24785,0.9,Y,0,14,3,1,80,0,3,3,0.02,0.02
39,0,Travel_Rarely,0.0408,Research & Development,0.02,4,Technical Degree,1,721,4,0,0.08,2,2,Healthcare Representative,3,Single,Medium Income,0.20978,0.1,Y,0,11,3,1,80,0,4,3,0.2,0.11
